id,start,end,emotion,valence,arousal,dominance,transcription
Ses04F_impro08_M020,188.47,189.8882,fru,2.0,2.0,3.5,What's your name?
Ses04F_impro08_M021,192.0421,193.2402,xxx,2.5,2.5,3.5,Cinnee?
Ses04F_impro08_M022,194.34,197.29,ang,2.0,3.0,4.0,Cindy?  Cindy what?
Ses04F_impro08_M023,199.08,205.64,ang,1.5,4.0,4.5,"Cindy, look.  If you don't get your ass a piece of paper that has a check"
Ses04F_impro08_M024,205.64,209.57,ang,2.0,4.0,4.0,"attached to it and you don't send it to me, I'm going to get very upset."
Ses04F_impro08_M025,212.3573,215.88,fru,2.0,2.5,3.0,"You know what.  I- You know what? You know what? No, it's fine. it's fine it's fine You know what?"
Ses04F_impro08_M026,215.88,219.74,fru,2.5,2.0,3.0,"Hey, Cindy. Cindy, look I know this is not your fault.  Do whatever you want."
Ses04F_impro08_M027,219.7715,226.06,fru,2.0,2.5,3.0,Send me to whatever operator. I just- You know what?  I'm just done.  I'm just done.  I've lost all hope.
Ses04F_impro08_M028,226.08,229.71,fru,2.5,3.0,3.0,"of getting my sixteen dollars back. It fine, no honestly."
Ses04F_impro08_M029,229.86,238.77,fru,2.0,3.0,3.0,"No, Cindy just don't even-look don't even.  Cuz I- look Cindy I know you don't care about me, okay.  I know that I'm just like another person who calls-"
Ses04F_impro08_M030,238.81,243.21,fru,2.5,3.0,3.0,No it doesn't matter.  It's fine.  It's fine.  Just send me to the next operator.  That's fine.
Ses04F_impro08_M031,247.09,247.95,xxx,2.5,2.5,3.0,Yes.
Ses04M_impro02_F000,9.59,14.13,xxx,2.0,3.5,3.0,It's the first year of your child's life.
Ses04M_impro02_F001,19.9154,23.4813,xxx,2.0,3.0,3.0,You're just fine with this?
Ses04M_impro02_F002,23.61,29.8731,fru,2.0,4.0,2.5,You're just going to pick up and leave me and our baby and miss a year of our lives?
Ses04M_impro02_F003,34.19,39.2,xxx,2.0,4.0,3.0,"When you get back, think of all of the things that you're going to have missed."
Ses04M_impro02_F004,45.18,48.0,xxx,2.0,3.0,1.0,Don't go.
Ses04M_impro02_F005,51.04,57.19,fru,2.0,3.5,3.5,"Do you want to -- do you want to leave us behind?  I mean, I don't understand why you have to do this."
Ses04M_impro02_F006,60.08,69.89,xxx,2.0,3.0,2.5,"You've made a pledge to us, too.  Remember that day, we stood in front of each other and said 'til death do us part.  Put on some rings and it's supposed to mean something."
Ses04M_impro02_F007,83.19,90.82,fru,1.5,3.5,2.5,Can't you ask them?  Can't you go back and ask them if you could -- I don't know if you could change  assignments or something and you could stay here?
Ses04M_impro02_F008,91.71,95.64,fru,1.5,3.5,2.5,"Why not?  You could, at least, try.  They have to understand"
Ses04M_impro02_F009,97.0,103.59,sad,1.5,3.5,3.5,You won't even know your child when you come back.  This -- isn't there someone you could talk to?
Ses04M_impro02_F010,103.6062,107.76,fru,2.0,3.5,3.0,Explain the situation to them and then you can stay here.
Ses04M_impro02_F011,110.32,120.64,fru,2.0,4.5,3.5,"And what happens if, at the end of that year, they ask you to stay longer?  Are you just going to agree?  Are you just going to absentmindedly brainwashedly do whatever it is they tell you to do?"
Ses04M_impro02_F012,125.53,128.7771,fru,2.0,3.5,3.0,Then why do you have to go a year at all?
Ses04M_impro02_F013,130.87,138.84,fru,2.0,4.0,3.0,Well unagree.  Tell them that you can't leave right now.  I can't do this by myself.  I can't do this without you.
Ses04M_impro02_F014,142.91,149.8,xxx,1.5,3.5,2.5,This is supposed to be a partnership.  We're supposed to do this together. I'm not supposed to be left here to do this by myself while you leave.
Ses04M_impro02_F015,152.29,156.64,xxx,2.0,2.5,3.0,"What am I supposed to do, read your letters?"
Ses04M_impro02_F016,167.61,178.2,fru,1.0,3.5,3.0,"There has to be something.  I mean, we can't just live with this.  It's not -- it just won't work this way."
Ses04M_impro02_F017,181.52,184.91,fru,1.5,4.0,2.0,Just tell them no.
Ses04M_impro02_F018,198.87,208.38,fru,1.5,3.0,3.5,"Then, can't you please try something?  If you go and ask them and they say no, then I would understand, but you're not even willing to ask."
Ses04M_impro02_F019,209.74,213.66,fru,2.0,3.5,2.5,Can't you just make an effort?  Can't you just try?
Ses04M_impro02_F020,226.15,228.5558,sad,2.0,1.5,1.5,When do you leave?
Ses04M_impro02_F021,231.17,236.12,ang,1.5,2.5,3.0,A week.  You're giving me a week to be okay with this.
Ses04M_impro02_F022,245.85,249.41,fru,1.5,3.5,3.0,Well it doesn't seem like you're that bothered by it.
Ses04M_impro02_F023,258.97,262.76,fru,1.5,2.5,2.5,"If you really cared so much, you'd find a way out."
Ses04M_impro02_F024,266.98,277.66,xxx,2.0,3.0,2.5,"Fine, fine.  We have to be together.  If you can't stay here, then I'll go with you.  I don't care where you go.  We'll go, too.  I'm not staying behind."
Ses04M_impro02_F025,281.18,287.01,fru,2.5,3.0,4.0,"It's a free world.  I can go where I want.  Wherever you are, that's where we're going to go."
Ses04M_impro02_F026,289.25,296.36,xxx,2.0,4.5,3.5,Difficult.  You're leaving for a year. We have a newborn child and you're leaving.  I don't think I'm being difficult.
Ses04M_impro02_F027,296.41,301.84,fru,2.0,4.5,3.5,"I'm finding a way to make it work.  And I will go wherever you go.  Whatever I have to do, I will make this work."
Ses04M_impro02_F028,301.89,304.78,fru,2.0,3.5,3.5,You're not really giving me a lot of options.
Ses04M_impro02_F029,308.69,312.31,fru,2.0,4.0,3.5,But I'm supposed to be okay with you going there.
Ses04M_impro02_F030,318.93,322.952,xxx,1.5,2.0,2.5,I'm not going to stay here and wait.
Ses04M_impro02_F031,329.15,331.94,xxx,1.5,1.5,1.5,I can't do it.
Ses04M_impro02_M000,5.36,8.98,sad,2.5,2.0,1.5,It's only going to be a year.
Ses04M_impro02_M001,16.58,20.26,xxx,2.0,2.0,2.5,There's really -- there's nothing I can do.
Ses04M_impro02_M002,23.2122,25.12,fru,2.0,3.0,2.0,There's nothing I --
Ses04M_impro02_M003,29.2675,34.15,fru,2.0,2.0,2.5,"It's -- look, it's only a year.  It'll go by quickly.  Okay."
Ses04M_impro02_M004,38.88,45.5497,fru,2.0,2.5,2.0,"I know, but I'll be back then.  And - and- and we'll have -- we have the rest of our lives."
Ses04M_impro02_M005,48.55,52.95,fru,2.0,2.0,2.5,I can't do that.  I have to go.
Ses04M_impro02_M006,56.58,61.55,fru,2.5,2.5,3.5,I've made a pledge.  I can't not do this at this point.
Ses04M_impro02_M007,64.35,68.32,fru,2.0,3.5,3.0,I know that. I know that. I know that.
Ses04M_impro02_M008,69.49,73.37,neu,2.0,2.5,2.5,"There's nothing I can do.  I mean, I have to go."
Ses04M_impro02_M009,74.56,84.45,fru,2.5,3.0,2.0,"And this is what I do.  This is -- I mean, this is my life.  And I know that you're part of my life, too, and I mean, it's only -- it's just going to be a year.  I'll be back."
Ses04M_impro02_M010,86.54,92.21,fru,2.5,2.5,2.5,It's not- it's not- It's not like that.  It's not like that.  I can't do that.
Ses04M_impro02_M011,93.3,97.12,fru,2.5,3.5,3.5,Because it's impossible.  There's -- I just can't.  I can't.
Ses04M_impro02_M012,103.39,106.47,fru,2.0,3.0,2.5,"Look, honey, it's- it's- it's only going to be a year."
Ses04M_impro02_M013,106.47,110.56,fru,2.5,3.5,3.5,It's only going to be a year. I'm not going to miss my son's entire life.
Ses04M_impro02_M014,121.4,127.62,fru,2.5,2.0,2.5,I'm not going to stay more than a year.  I've  agreed to a year
Ses04M_impro02_M015,128.29,131.3338,fru,2.5,3.5,2.5,Because I've already agreed to that.
Ses04M_impro02_M016,137.07,142.33,fru,2.5,3.0,3.0,"Yes, you can.  Yes, you can.  You know you can.  You're a strong person."
Ses04M_impro02_M017,145.16,151.52,fru,2.5,3.5,3.5,It is. It is. It is. It is. I'm going to write you every day.
Ses04M_impro02_M018,156.71,167.29,fru,2.0,3.0,3.5,What else can we do?  I -- we don't have a choice in this.  Do you understand?  You can't come with me and I can't stay here.  That's all there is to it.
Ses04M_impro02_M019,177.82,181.91,fru,2.5,2.0,3.0,We don't have a choice.  I have to do this.
Ses04M_impro02_M020,185.57,194.44,fru,2.5,2.0,2.0,"I can't do it.  I'd love to.  I mean, I don't - if you understand, I don't want to stay."
Ses04M_impro02_M021,194.56,198.95,fru,2.5,3.0,2.5,"I mean, I don't want to -- I don't want to leave.  I want to stay here with you."
Ses04M_impro02_M022,211.83,215.29,fru,2.5,3.0,3.0,I've asked already.  I can't go back.
Ses04M_impro02_M023,217.99,226.61,fru,2.5,2.5,3.0,"It can't happen.  I have to go.  I want to stay really bad, but I can't.  There's just no -- I don't have an option."
Ses04M_impro02_M024,228.0849,230.7089,fru,1.5,2.0,1.0,Next week.
Ses04M_impro02_M025,237.69,246.5,fru,2.0,3.0,2.5,"You can't make it out like I'm happy about this.  I mean, I didn't -- I didn't want to put you in this situation."
Ses04M_impro02_M026,250.73,262.23,fru,2.5,3.5,3.0,"I am.  I mean, I don't know.  I don't know what else to tell -- you know, I mean, I can tell you.  I don't know what else to do. I mean, I've been forced into this situation."
Ses04M_impro02_M027,263.0041,267.37,fru,2.5,2.5,2.5,There's nothing I can do.  I-- I
Ses04M_impro02_M028,277.89,281.372,fru,1.5,2.5,2.5,They won't let you come along.  It's not going to happen.
Ses04M_impro02_M029,286.49,290.04,fru,2.5,3.0,2.5,Are you kidding? Please don't be difficult about this.
Ses04M_impro02_M030,295.95,297.14,fru,2.5,2.0,2.0,[BREATHING]
Ses04M_impro02_M031,301.26,302.46,fru,2.5,2.5,2.5,"Look, I--"
Ses04M_impro02_M032,304.31,309.3611,fru,2.5,2.5,3.0,Where I'm going is not the safest place on the earth.  Okay.
Ses04M_impro02_M033,312.82,317.28,fru,2.5,2.0,3.0,But I've been trained.  You have no training.
Ses04M_impro02_M034,322.61,328.01,fru,2.5,2.5,3.5,You have to.  Do you understand me?  You have to.
Ses04M_impro02_M035,332.63,338.19,fru,2.5,2.0,2.5,"Well I guess we're at a stalemate then, aren't we?"
Ses04M_impro03_F000,19.58,21.58,xxx,5.0,4.0,3.5,"Wait, what?"
Ses04M_impro03_F001,27.44,30.4,xxx,5.0,4.0,4.0,"Oh, my God.  Congratulations."
Ses04M_impro03_F002,30.52,34.34,exc,4.5,3.5,4.5,I can't -- how did you do it?  What happened?
Ses04M_impro03_F003,49.84,55.0554,exc,4.5,4.0,4.0,[LAUGHTER] Well you paint a romantic picture.
Ses04M_impro03_F004,58.03,59.78,exc,4.0,3.0,3.5,Did she cry?
Ses04M_impro03_F005,65.14,68.56,exc,4.5,3.5,4.0,"Oh, my God.  How long have you been planning on doing this?"
Ses04M_impro03_F006,73.62,79.83,exc,4.0,4.5,4.5,I can't believe this.  You're getting married. It's crazy!
Ses04M_impro03_F007,82.87,84.8,exc,4.0,3.0,4.0,"Yeah, it is."
Ses04M_impro03_F008,99.83,103.34,exc,4.5,3.5,3.5,"Yeah, I would love to. Thanks. [LAUGHTER]"
Ses04M_impro03_F009,103.89,108.46,exc,4.0,3.5,3.5,"Oh, my God, where -- have you guys talked about where you're going to get married or--"
Ses04M_impro03_F010,110.8553,113.25,exc,4.5,4.0,3.5,"Oh, my God."
Ses04M_impro03_F011,126.36,131.12,exc,4.0,3.5,3.0,Are you going to get married like on the beach barefoot or like fancier?  Like in a church.
Ses04M_impro03_F012,131.14,133.7004,exc,4.0,3.5,3.5,Well I don't know.  Throwing it out there.
Ses04M_impro03_F013,135.93,137.55,xxx,3.5,2.5,2.5,Okay.
Ses04M_impro03_F014,142.35,148.97,xxx,3.5,3.5,3.5,"Are you going to have a big wedding or like keep it really small like just, you know, family and really close friends?  Or, I mean--"
Ses04M_impro03_F015,156.51,160.29,exc,4.0,4.0,3.5,It's so exciting.  What's the ring look like?
Ses04M_impro03_F016,163.88,166.98,exc,4.5,4.5,4.5,Big and shiny.  You're such a guy. [LAUGHTER]
Ses04M_impro03_F017,175.25,180.18,exc,4.0,3.5,3.5,I'm so excited for you. That's great. I'm so-
Ses04M_impro03_F018,185.28,187.33,xxx,4.0,3.0,3.5,Well I'm glad you told me.
Ses04M_impro03_F019,187.57,191.5,exc,4.0,3.5,4.0,It's fantastic.  I -- congratulations. It's amazing.
Ses04M_impro03_F020,227.18,229.65,xxx,4.0,3.5,4.0,And how did she feel about that?
Ses04M_impro03_F021,230.49,234.71,xxx,4.5,3.5,3.5,Well that's good.  It'll be a great wedding.  You're willing to compromise on things.
Ses04M_impro03_F022,236.0,243.04,xxx,4.5,3.5,4.5,She's going to let you have say in the wedding choices?  That's pretty impressive. Very forward-thinking woman. [LAUGHTER]
Ses04M_impro03_F023,246.56,248.29,xxx,4.0,3.0,3.0,And brown.
Ses04M_impro03_F024,250.65,254.55,hap,5.0,3.5,4.0,This is why men don't plan weddings. [LAUGHTER]
Ses04M_impro03_F025,255.72,259.41,exc,4.5,4.0,4.0,All fruit and brown. [LAUGHTER]
Ses04M_impro03_M000,7.03,20.15,xxx,4.0,4.0,4.0,"So, um, well, I just -- I kind of wanted to, you know, tell you that I'm actually -- I proposed to Kate and we're going to get married."
Ses04M_impro03_M001,21.0,27.93,xxx,4.0,3.5,4.0,"Yeah. Yeah, I proposed to her yesterday. We're getting -- we're engaged now and we're going to -- we're going to get married in about eight months."
Ses04M_impro03_M002,29.03,30.99,exc,4.5,3.0,4.5,"Yeah, it's pretty amazing, huh?"
Ses04M_impro03_M003,33.74,40.03,xxx,3.5,3.0,3.5,Well I decided to take her sailing
Ses04M_impro03_M004,40.06,51.76,xxx,4.0,4.0,4.0,"and we were just out on the water and, you know, I just -- I had the ring with me.  And I was like let's do this.  And she was like okay and then we're getting married."
Ses04M_impro03_M005,54.75,58.48,hap,4.0,3.0,3.0,"Well I didn't want it to be like cheesy, you know."
Ses04M_impro03_M006,59.4344,65.86,hap,4.0,3.0,4.0,"She didn't cry, but she was laughing a lot and it was very exciting, so..."
Ses04M_impro03_M007,67.81,74.05,hap,3.5,3.0,3.0,"Honestly, it was kind of quickly.  It was actually only in the past couple months."
Ses04M_impro03_M008,74.39,84.13,hap,4.0,4.0,4.0,"Yeah. Yeah. So- I know.  I know. I know.  It's weird 'cause it's like the beginning of the rest of my life, you know."
Ses04M_impro03_M009,84.31,91.09,hap,3.5,2.5,3.0,"But uh- no, I mean, you know.  You know, I really want you to like, you know, sort of"
Ses04M_impro03_M010,91.12,100.68,xxx,3.5,3.5,3.5,"help Kate out with like planning stuff. I mean, if you want to.  I mean, you guys are good friends anyway so I figured, you know, if you guys want to like -- I mean, you know, I'm sure you enjoy that kind of thing."
Ses04M_impro03_M011,101.1,104.47,exc,4.0,3.5,3.0,Okay. Well there you go.
Ses04M_impro03_M012,106.68,111.5215,xxx,3.5,3.0,3.0,I think we're going to -- we're going to -- we want to do it in Hawaii and just fly everybody in.
Ses04M_impro03_M013,112.74,121.87,xxx,4.0,3.5,4.0,"I just -- 'cause, I mean, Hawaii just has like the best fruit buffets.  And so I'm just going to say forget, you know, all like kind of meats and all that stuff."
Ses04M_impro03_M014,121.89,127.44,xxx,4.0,3.5,4.0,"It's just going to be like a all fruit--fruit buffet wedding, plus a cake."
Ses04M_impro03_M015,129.68,131.06,exc,4.0,2.5,2.5,Barefoot?
Ses04M_impro03_M016,131.43,136.69,xxx,3.5,3.5,3.0,"Um, no, no, no.  It'll be in like a park near the beach."
Ses04M_impro03_M017,136.99,142.99,exc,4.0,3.5,3.5,Yeah.  But I'm really excited.  So and everybody's going to come out and it'll be a great time.  And--
Ses04M_impro03_M018,147.43,158.33,xxx,4.0,4.0,3.5,"It'll be kind of small, but not, you know, not tiny, you know.  I want to have, you know, as many people as we can afford to fly out to Hawaii and put up there for--"
Ses04M_impro03_M019,159.7195,165.42,exc,3.5,4.0,4.0,It's big and shiny.  I don't know.  It's silver and--
Ses04M_impro03_M020,165.62,177.2881,hap,4.5,4.0,4.0,"Yeah, I don't know. [LAUGHTER] But, yeah, so anyway -- well I wanted to tell you that, you know, 'cause you're one of my good friends and you're Kate's- one of her best friends and-"
Ses04M_impro03_M021,177.32,186.4,hap,4.0,4.0,4.0,"Yeah, yeah. She was actually -- she was going to tell you but I told her that I wanted to tell you and she had to work today anyway, so I decided to-"
Ses04M_impro03_M022,186.95,188.77,hap,4.0,2.5,2.5,"Yeah, yeah."
Ses04M_impro03_M023,189.44,200.2371,exc,3.5,4.0,4.0,"Thank you.  I'm really -- I'm really excited.  And it's -- I don't know, it's like a little -- it's like a little scary, 'cause I'm like, ah, you know, it's the first time I've ever done anything like this."
Ses04M_impro03_M024,200.2763,217.5,hap,4.5,4.0,5.0,"But, you know, it's like I really love her and I really just -- I can't imagine spending my life with anybody else but her.  So, you know, it's like I know that's the right thing.  And if you have to, you know, if you have to question that, you know, don't- don't do it.  So we're going to do it."
Ses04M_impro03_M025,217.5292,229.46,hap,4.0,3.5,4.0,"And it's going to -- the -- you know, I told her that I just -- I want the color brown to be as an integral in the wedding.  And, um, maybe some greens and blues."
Ses04M_impro03_M026,229.48,230.94,hap,3.5,3.0,2.5,She's okay with it.
Ses04M_impro03_M027,233.29,236.61,xxx,3.5,3.0,3.0,"Exactly, exactly, exactly.  So--"
Ses04M_impro03_M028,239.45,246.69,hap,4.5,3.5,3.5,"Well, I mean I just told her--Well I just said, you know, hey, these are my suggestions."
Ses04M_impro03_M029,246.72,252.38,hap,4.5,4.0,4.0,All fruit and the color brown. Just that. That's all- that's my only request.
Ses04M_impro03_M030,252.67,259.24,hap,4.5,3.0,3.5,Yeah.  Well maybe--maybe you're right. Maybe there's something to that.
Ses04M_impro03_M031,259.3139,265.93,neu,4.0,3.0,3.0,"So, um, anyway, do you want to order now?   So, um I mean--"
Ses04M_impro01_F000,14.92,17.16,neu,3.0,2.5,3.0,Okay.  What's the problem?
Ses04M_impro01_F001,33.07,35.88,neu,3.0,2.5,3.5,"Okay, um.  Do you have your photo ID with you?"
Ses04M_impro01_F002,36.29,41.44,neu,3.0,2.5,3.0,Okay.  This is the wrong form.  I'm sorry.
Ses04M_impro01_F003,44.32,52.27,fru,2.5,3.5,3.5,"I don't have the form.  You're going to have to go get in that line over there and they will give you the right form.  And after you fill it out, you can bring it back to me."
Ses04M_impro01_F004,52.34,54.35,fru,2.5,3.0,4.5,I don't have any of
Ses04M_impro01_F005,54.35,59.6392,fru,2.5,4.0,3.5,I don't have any of them over here.  You're gonna have to go get in that line over there.  And they will give you a copy of the form.
Ses04M_impro01_F006,63.93,66.39,fru,2.5,3.5,4.0,"Nope, I don't. I don't have-"
Ses04M_impro01_F007,67.75,69.36,fru,2.5,3.5,3.0,"No, I can't. That's-"
Ses04M_impro01_F008,71.59,75.95,fru,2.0,3.5,4.0,I'm sorry.  You have to do things the way you have to do things here.  We have rules.
Ses04M_impro01_F009,75.97,80.48,fru,2.0,3.5,3.5,"Go get in that-- Sir-- Sir, there are people in line behind you. you need"
Ses04M_impro01_F010,84.28,87.62,fru,2.5,3.0,2.5,"I'm sorry.  I'm sorry you're having a hard time,"
Ses04M_impro01_F011,87.62,90.48,fru,3.0,4.0,3.5,but you're gonna have to go get in  that line to
Ses04M_impro01_F012,92.61,95.87,neu,3.5,3.5,4.0,twenty bucks? Please. Go get in that line over there.
Ses04M_impro01_F013,98.7,104.72,fru,2.0,4.0,4.5,"Look, I'm having a really bad day.  I'm off in twenty minutes and I just really don't need this right now, okay."
Ses04M_impro01_F014,105.04,108.78,fru,2.5,4.0,4.5,"And you're gonna have to go wait again, because that's the line you need."
Ses04M_impro01_F015,114.66,123.96,fru,2.0,3.5,4.0,I can't do that. It's against our rules. You can go get in that line over there or you can just go ahead and leave and come back another day.  Maybe there will be a shorter line.
Ses04M_impro01_F016,126.67,128.14,fru,3.0,2.5,3.0,I can't do that.
Ses04M_impro01_F017,130.37,133.02,fru,2.0,3.0,3.5,"I'm sorry, but I can't do that."
Ses04M_impro01_F018,133.02,137.43,ang,1.5,3.5,4.5,So go get in the other line or leave.  Or I will have you escorted out by security.
Ses04M_impro01_F019,138.05,142.4822,ang,2.0,3.5,4.0,Would you like to be kicked out of the D.M.V.?  You don't think that'll be a little embarrassing?
Ses04M_impro01_F020,145.06,147.06,fru,3.0,2.5,3.0,The one you just came from.
Ses04M_impro01_F021,150.0875,154.09,ang,2.0,3.5,4.0,Yeah.  Thank you.  Have a pleasant day.
Ses04M_impro01_M000,4.04,15.37,neu,2.5,3.5,3.5,"Yeah, hi.  Um, look, I -- all I'm trying to do right now is renew my license plate.  That's all.  I just need to get one of those little stickers."
Ses04M_impro01_M001,15.42,23.43,fru,2.0,3.5,3.0,"And I've- I've- some lady -- I got in line.  I waited for about two hours um, and, I gave her this form"
Ses04M_impro01_M002,23.4594,34.48,fru,2.5,3.0,3.5,"that she gave to me earlier. And she said oh, I gave you the wrong one by accident.  So I was hoping I could just fill out a new one, give it to you and sort of skip this whole line business."
Ses04M_impro01_M003,35.42,36.74,neu,3.0,3.0,3.0,"Yes, I do."
Ses04M_impro01_M004,40.9365,46.44,fru,2.5,3.5,3.0,"This is -- okay, then just can I have the form that I need."
Ses04M_impro01_M005,50.65,52.28,fru,2.0,3.5,2.5,Don't you -- you don't have-
Ses04M_impro01_M006,52.32,55.2,fru,2.0,3.5,3.0,are you telling me you don't have a stack of them behind the desk?
Ses04M_impro01_M007,59.3288,64.12,fru,2.5,3.0,3.5,"But you're -- it's the same -- I mean, you can -- like I can't go behind your desk--"
Ses04M_impro01_M008,64.1403,72.19,fru,2.5,3.5,4.0,or I can't go behind there- you can go behind this person's desk and just grab the form. So if you could just do that; that would help me out a lot.
Ses04M_impro01_M009,75.66,78.7,fru,2.0,3.5,3.5,"Look, can you please just-- --make this -- look, I look--"
Ses04M_impro01_M010,78.7,85.98,fru,1.5,4.0,3.5,look-- It's  been- it's been two hours.  Can you please just make this easier on me and just go and get the form?  It's not- it's really not
Ses04M_impro01_M011,88.64,90.09,fru,2.5,3.0,4.0,What if I pay you money?
Ses04M_impro01_M012,90.09,93.79,fru,3.0,3.5,3.5,"Can I pay you money?  Can I give you, like, twenty bucks and you'll go back there and get the form?"
Ses04M_impro01_M013,95.38,99.6,fru,1.5,3.0,3.0,"Come on.  Will you please?  I just --I look, I  cannot-- --just if I --"
Ses04M_impro01_M014,102.02,106.58,fru,1.5,4.0,4.0,"I don't care, well- You're having a bad -- I just waited in line for two hours."
Ses04M_impro01_M015,108.31,114.89,xxx,1.5,4.5,3.5,Well I just -- I can't do that right -- can you please just grab the form? All you have to do is grab the form.  I'm not gonna ask anything else of you.
Ses04M_impro01_M016,114.91,117.92,fru,2.5,4.0,3.5,That's all I- I just- That's all i want you to-
Ses04M_impro01_M017,117.94,121.99,fru,1.5,4.5,4.5,"Rules, you just have to grab a piece of paper behind from somebody's desk"
Ses04M_impro01_M018,122.0334,123.81,ang,1.5,3.5,4.5,It's not rocket science.
Ses04M_impro01_M019,123.85,126.72,fru,1.5,3.5,4.0,"Come -- just, please, just grab the form.  It's right over there."
Ses04M_impro01_M020,126.76,127.99,xxx,1.5,3.5,3.5,I know it's right over there.
Ses04M_impro01_M021,128.0,130.41,fru,1.0,3.5,4.5,Why are you being such a bitch?
Ses04M_impro01_M022,135.0,138.93,fru,2.0,3.0,3.0,"Please, will you please -- will you please just grab the form?"
Ses04M_impro01_M023,142.8703,145.5476,fru,2.0,3.5,3.0,"Fine, which line is it?"
Ses04M_impro01_M024,146.51,150.53,ang,1.5,3.5,4.0,"Okay, fine.  I'll go over there.  Thanks, a lot.  You've been really helpful."
Ses05F_script03_1_F000,6.48,8.71,xxx,4.0,2.5,2.5,You think it's them?
Ses05F_script03_1_F001,9.92,13.35,xxx,3.5,3.5,3.5,"Freda is the only one who knows we're up here, and she wouldn't call up."
Ses05F_script03_1_F002,14.45,16.58,xxx,3.5,3.0,2.5,What will be do?
Ses05F_script03_1_F003,18.38,20.5,xxx,4.0,3.5,3.0,Now and always my sweet.
Ses05F_script03_1_F004,21.99,24.57,xxx,4.0,3.5,3.0,It was bound to happen sooner or later.
Ses05F_script03_1_F005,31.27,34.13,exc,4.0,3.5,3.0,"Oh, it sent shivers up my spine."
Ses05F_script03_1_F006,35.27,37.28,exc,3.5,3.5,3.5,Behave exquisitely.
Ses05F_script03_1_F007,37.88,40.65,exc,4.0,3.0,3.0,"Yes, I shall probably do a Court Curtsey."
Ses05F_script03_1_F008,44.44,50.16,xxx,3.5,3.5,3.0,Um... It's a pity that one can't stay this way forever.
Ses05F_script03_1_F009,52.55,55.79,xxx,2.5,3.0,3.0,"Well, it's true."
Ses05F_script03_1_F010,58.45,61.56,neu,2.5,3.5,3.0,The whole business is really rather ridiculous.
Ses05F_script03_1_F011,63.94,66.07,neu,3.0,3.5,3.0,Meaning exactly that.
Ses05F_script03_1_F012,73.09,75.2,xxx,2.5,3.5,3.0,Don't laugh at me; I'm serious.
Ses05F_script03_1_F013,77.72,79.21,neu,3.0,2.5,2.5,Who's they?
Ses05F_script03_1_F014,93.13,96.29,xxx,3.0,3.5,3.5,"Well, if I laugh at everything, I must laugh at us, too."
Ses05F_script03_1_F015,98.85,103.96,neu,3.0,3.5,2.5,"Well, what if-what happens when our love-"
Ses05F_script03_1_F016,107.15,109.72,xxx,3.5,3.5,3.0,"How long will it last, this overbearing love of ours?"
Ses05F_script03_1_F017,111.11,113.91,xxx,3.0,2.0,2.5,"Well, shall we always want to bicker and fight?"
Ses05F_script03_1_F018,116.85,119.46,xxx,2.5,3.0,3.0,"Oh, dear, shall we like that?"
Ses05F_script03_1_F019,120.83,124.29,neu,3.0,3.0,3.0,"Well, what if one of us dies, does the other laugh then?"
Ses05F_script03_1_F020,125.72,128.15,xxx,2.5,2.5,2.5,"Well, that's rather serious, isn't it?"
Ses05F_script03_1_F021,133.38,136.58,xxx,4.0,2.5,3.5,"My dear, I do believe you're talking nonsense."
Ses05F_script03_1_F022,160.02,163.2,xxx,4.0,2.5,3.0,"Elliot, worms don't pop."
Ses05F_script03_1_F023,173.61,179.62,xxx,4.0,3.5,3.5,"Oh, thank you dear.  And the same goes for you except that if I so much as see you looking at another woman, I'll kill you."
Ses05F_script03_1_F024,182.94,184.88,xxx,4.0,3.0,3.5,Which particular one?
Ses05F_script03_1_F025,188.41,194.52,exc,4.0,3.5,3.5,Charles.  That was his name.  He did wriggle so beautifully.
Ses05F_script03_1_F026,195.41,200.48,xxx,4.5,4.0,4.0,I know.  You threw him out the window into the canal.  I don't think I'll ever forgive you for that.
Ses05F_script03_1_F027,201.79,204.88,xxx,4.0,3.0,3.5,It went on intermittently for days.
Ses05F_script03_1_F028,209.54,213.88,xxx,4.0,3.5,3.0,"Uh- It burned all the towels in the bathroom, too."
Ses05F_script03_1_F029,216.42,218.8,xxx,3.0,3.0,2.5,That was the first time you ever hit me.
Ses05F_script03_1_F030,220.71,227.12,exc,4.5,3.5,3.5,And then the manager came in and found us rolling around on the floor biting and scratching like panthers.
Ses05F_script03_1_F031,227.94,232.65,hap,4.5,4.0,3.5,"Oh, ridiculous. utterly ridiculous"
Ses05F_script03_1_F032,232.69,234.22,xxx,4.0,3.0,3.5,And very much sillier.
Ses05F_script03_1_F033,241.67,243.4048,neu,3.0,2.5,2.5,You knew there was nothing.
Ses05F_script03_1_M000,4.33,6.67,exc,3.0,3.5,3.5,Good God.
Ses05F_script03_1_M001,8.25,10.34,exc,4.0,3.5,3.5,I wonder.
Ses05F_script03_1_M002,13.09,14.92,xxx,3.5,3.5,3.5,It must be them then.
Ses05F_script03_1_M003,15.81,19.04,xxx,2.5,3.5,3.5,"We're all right, darling, aren't we whatever happens?"
Ses05F_script03_1_M004,20.16,22.28,xxx,3.5,3.5,3.0,I don't care then.
Ses05F_script03_1_M005,24.18,31.88,exc,3.0,4.0,3.5,Hello?  Hello?  What?  Wrong number.
Ses05F_script03_1_M006,33.11,36.06,fea,3.5,4.0,3.0,"Oh, what shall we do if they suddenly walk in on us?"
